"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"1",0.166666666666667,0.857142857142857,0,0.0333333333333333,"2018-01-02",0.111949685534591,0.000869426178722043,0.716566866267468,1,0.296,0.30952380952381,0.299474605954466,0,0.0933333333333333,0,0,0.478931140801644
"2",0,0.857142857142857,0,0,"2018-01-01",0.0465408805031447,0.00061959106989387,0.662674650698605,1,0.352,0.264285714285714,0.194395796847636,0.0365853658536585,0.0933333333333333,0,0,0.272353545734841
"3",0.666666666666667,0.285714285714286,0,0.766666666666667,"2014-01-24",0.113207547169811,0.00061959106989387,0.666666666666667,1,0.266666666666667,0.211904761904762,0.155866900175131,0.0609756097560976,0.146666666666667,0,0,0.531346351490236
"4",0.5,0.428571428571429,0,0.233333333333333,"2015-01-08",0.0918238993710692,0.000429716387184458,0.672654690618765,0.98936170212766,0.346666666666667,0.333333333333333,0.2784588441331,0.109756097560976,0.108,0,0,0.39568345323741
"5",0.833333333333333,0.857142857142857,0,0.166666666666667,"2018-01-06",0.0930817610062893,0.000649571282953251,0.489021956087825,1,0.549333333333333,0.5,0.437828371278459,0.109756097560976,0.172,0,0,0.4224049331963
"6",0.333333333333333,0.428571428571429,0,0.2,"2015-01-07",0.211320754716981,0.00168888533567845,0.455089820359281,0.936170212765957,0.274666666666667,0.452380952380952,0.38353765323993,0.109756097560976,0.254666666666667,0,0,0.359712230215827
"7",0.5,0.285714285714286,0,0.966666666666667,"2014-01-30",0.20377358490566,0.00124917554414087,0.762475049900202,1,0.168,0.211904761904762,0.176882661996497,0.109756097560976,0.198666666666667,0.00265957446808511,0,0.482014388489209
"9",0.166666666666667,1,0,0.7,"2019-01-22",0.125786163522013,0.000439709791537585,0.752495009980042,1,0.421333333333333,0.476190476190476,0.401050788091068,0.121951219512195,0.108,0,0,0.451181911613566
"10",0.166666666666667,0.428571428571429,0,0.166666666666667,"2015-01-06",0.188679245283019,0.00118921511802211,0.722554890219563,0.872340425531915,0.226666666666667,0.333333333333333,0.299474605954466,0.121951219512195,0.28,0,0,0.605344295991778
"11",0.833333333333333,0.142857142857143,0,0.833333333333333,"2013-01-26",0.233962264150943,0.00232846321427858,0.546906187624751,0.851063829787234,0.232,0.211904761904762,0.0875656742556918,0.121951219512195,0.318666666666667,0,0,0.380267214799589
"12",0,0.714285714285714,0,0.266666666666667,"2017-01-09",0.157232704402516,0.00123918213978774,0.928143712574852,1,0.245333333333333,0.264285714285714,0.155866900175131,0.121951219512195,0.228,0,0,0.494347379239466
"13",0.833333333333333,0.428571428571429,0,0.3,"2015-01-10",0.265408805031447,0.0016688985269722,0.718562874251498,1,0.224,0.240476190476191,0.140105078809107,0.146341463414634,0.318666666666667,0,0,0.301130524152107
"14",0,0.142857142857143,0,0.9,"2013-01-28",0.270440251572327,0.00174884576179721,0.796407185628746,0.872340425531915,0.149333333333333,0.166666666666667,0.10507880910683,0.170731707317073,0.318666666666667,0,0,0.327852004110997
"15",0.333333333333333,0.285714285714286,0,0,"2014-01-01",0.281761006289308,0.00170887214438471,0.730538922155688,1,0.253333333333333,0.333333333333333,0.260945709281961,0.170731707317073,0.36,0,0,0.216855087358684
"16",0.666666666666667,0.857142857142857,0,0.833333333333333,"2018-01-26",0.245283018867925,0.00136909639637839,0.918163672654692,1,0.336,0.333333333333333,0.299474605954466,0.170731707317073,0.306666666666667,0,0,0.50256937307297
"17",0.833333333333333,1,0,0.366666666666667,"2019-01-12",0.217610062893082,0.0010393140527252,0.798403193612776,1,0.296,0.285714285714286,0.245183887915937,0.170731707317073,0.266666666666667,0,0,0.341212744090442
"18",0.166666666666667,0.142857142857143,0,0.7,"2013-01-22",0.257861635220126,0.00247836427957548,0.441117764471059,0.627659574468085,0.24,0.30952380952381,0.21015761821366,0.170731707317073,0.292,0.0372340425531915,1,0.365878725590956
"19",0.666666666666667,0.857142857142857,0,0.6,"2018-01-19",0.290566037735849,0.00280814662322867,0.50499001996008,1,0.232,0.19047619047619,0.122591943957968,0.195121951219512,0.348,0,0,0.4224049331963
"20",0.833333333333333,0.428571428571429,0,1,"2015-01-31",0.235220125786164,0.00195870725321288,0.357285429141717,0.765957446808511,0.493333333333333,0.476190476190476,0.401050788091068,0.195121951219512,0.254666666666667,0.0159574468085106,0,0.34737923946557
"21",0.333333333333333,0.285714285714286,0,0.233333333333333,"2014-01-08",0.155974842767296,0.00116922830931585,0.780439121756487,1,0.272,0.240476190476191,0.21015761821366,0.195121951219512,0.186666666666667,0,0,0.439876670092497
"22",1,0.714285714285714,0,0.466666666666667,"2017-01-15",0.349685534591195,0.00314792237123498,0.724550898203593,0.893617021276596,0.24,0.285714285714286,0.155866900175131,0.219512195121951,0.36,0.00265957446808511,0,0.3103802672148
"23",0.333333333333333,0.285714285714286,0,0.7,"2014-01-22",0.241509433962264,0.00269821917534427,0.241516966067865,0.138297872340426,0.637333333333333,0.688095238095238,0.560420315236427,0.219512195121951,0.266666666666667,0.00265957446808511,1,0.318602261048304
"24",0.5,0.428571428571429,0,0.933333333333333,"2015-01-29",0.294339622641509,0.00275817960146303,0.676646706586827,1,0.178666666666667,0.142857142857143,0.10507880910683,0.219512195121951,0.28,0,0,0.340184994861254
"28",0.833333333333333,0.857142857142857,0,0.866666666666667,"2018-01-27",0.389937106918239,0.00373753322806947,0.904191616766468,1,0.277333333333333,0.264285714285714,0.176882661996497,0.341463414634146,0.254666666666667,0,0,0.330935251798561
"30",0.833333333333333,0.714285714285714,0,0.666666666666667,"2017-01-21",0.459119496855346,0.00441708472408211,0.445109780439122,0.648936170212766,0.152,0.240476190476191,0.10507880910683,0.341463414634146,0.52,0,1,0.294964028776978
"31",0.666666666666667,0.428571428571429,0,0.266666666666667,"2015-01-09",0.369811320754717,0.00291807407111307,0.580838323353295,0.946808510638298,0.512,0.740476190476191,0.612959719789842,0.341463414634146,0.374666666666667,0,0,0.578622816032888
"32",0,0.857142857142857,0,0.933333333333333,"2018-01-29",0.433962264150943,0.00443707153278836,0.646706586826348,0.670212765957447,0.274666666666667,0.452380952380952,0.350262697022767,0.341463414634146,0.52,0.0531914893617021,1,0.352517985611511
"33",0.5,0.142857142857143,0,0.3,"2013-01-10",0.474213836477987,0.00370755301501009,0.698602794411179,0.98936170212766,0.344,0.333333333333333,0.316987740805604,0.365853658536585,0.506666666666667,0,0,0.377183967112025
"34",0.666666666666667,0.571428571428571,0,0.233333333333333,"2016-01-08",0.446540880503145,0.00397737493254452,0.664670658682635,0.98936170212766,0.266666666666667,0.30952380952381,0.245183887915937,0.365853658536585,0.438666666666667,0,0,0.425488180883864
"35",0.166666666666667,0.142857142857143,0,0.233333333333333,"2013-01-08",0.427672955974843,0.00407730897607579,0.794411177644711,0.978723404255319,0.229333333333333,0.240476190476191,0.194395796847636,0.365853658536585,0.36,0,0,0.334018499486125
"36",0.5,0.714285714285714,0,0.133333333333333,"2017-01-05",0.384905660377358,0.00263825874922551,0.375249500998004,1,0.362666666666667,0.378571428571429,0.332749562171629,0.365853658536585,0.453333333333333,0,0,0.37410071942446
"37",0.666666666666667,0.857142857142857,0,0.366666666666667,"2018-01-12",0.476729559748428,0.00503667579397598,0.652694610778445,0.531914893617021,0.309333333333333,0.285714285714286,0.227670753064799,0.365853658536585,0.438666666666667,0,1,0.530318602261048
"38",0.166666666666667,0.285714285714286,0,0.433333333333333,"2014-01-14",0.49937106918239,0.00498670877221034,0.469061876247506,0.48936170212766,0.266666666666667,0.19047619047619,0.140105078809107,0.365853658536585,0.412,0,1,0.381294964028777
"40",1,0.714285714285714,0,0,"2017-01-01",0.485534591194969,0.00402734195431016,0.56686626746507,0.893617021276596,0.309333333333333,0.264285714285714,0.227670753064799,0.365853658536585,0.546666666666667,0.00797872340425532,0,0.305241521068859
"41",0.833333333333333,0.714285714285714,0,0.433333333333333,"2017-01-14",0.30188679245283,0.00200867427497851,0.936127744510982,1,0.224,0.264285714285714,0.194395796847636,0.390243902439024,0.36,0,0,0.31551901336074
"42",0.333333333333333,0.714285714285714,0,0.333333333333333,"2017-01-11",0.493081761006289,0.00475686047208842,0.764471057884232,0.627659574468085,0.354666666666667,0.476190476190476,0.350262697022767,0.390243902439024,0.412,0.0877659574468085,0,0.453237410071942
"43",0.833333333333333,0.571428571428571,0,0.266666666666667,"2016-01-09",0.50440251572327,0.0045270121719665,0.672654690618765,1,0.2,0.211904761904762,0.122591943957968,0.390243902439024,0.438666666666667,0,0,0.376156217882837
"44",0,0.428571428571429,0,0.6,"2015-01-19",0.451572327044025,0.0042671836587852,0.31936127744511,0.808510638297872,0.312,0.430952380952381,0.560420315236427,0.390243902439024,0.438666666666667,0.0691489361702128,0,0.316546762589928
"45",0.666666666666667,0.714285714285714,0,0.4,"2017-01-13",0.515723270440252,0.00441708472408211,0.674650698602795,0.702127659574468,0.288,0.333333333333333,0.194395796847636,0.390243902439024,0.532,0.103723404255319,0,0.42754367934224
"46",0.5,0.714285714285714,0,0.833333333333333,"2017-01-26",0.484276729559748,0.00465692642855715,0.167664670658682,0.893617021276596,0.210666666666667,0.264285714285714,0.176882661996497,0.390243902439024,0.532,0.00531914893617021,0,0.385405960945529
"49",1,0.142857142857143,0,0.633333333333333,"2013-01-20",0.509433962264151,0.0047868406851478,0.419161676646707,0.680851063829787,0.349333333333333,0.30952380952381,0.21015761821366,0.390243902439024,0.6,0,0,0.210688591983556
"50",1,0.571428571428571,0,1,"2016-01-31",0.493081761006289,0.00456698578937901,0.51497005988024,0.851063829787234,0.285333333333333,0.240476190476191,0.176882661996497,0.390243902439024,0.48,0,0,0.353545734840699
"51",1,0.428571428571429,0,0.566666666666667,"2015-01-18",0.430188679245283,0.00394739471948514,0.646706586826348,0.914893617021276,0.309333333333333,0.430952380952381,0.299474605954466,0.390243902439024,0.213333333333333,0,0,0.794450154162384
"52",0,0.285714285714286,0,0.166666666666667,"2014-01-06",0.509433962264151,0.00517658345491975,0.359281437125749,0.202127659574468,0.346666666666667,0.30952380952381,0.21015761821366,0.414634146341463,0.573333333333333,0.0106382978723404,1,0.339157245632066
"53",0.166666666666667,0.285714285714286,0,0.2,"2014-01-07",0.227672955974843,0.00170887214438471,0.41117764471058,0.936170212765957,0.421333333333333,0.521428571428571,0.472854640980736,0.414634146341463,0.228,0.0319148936170213,0,0.311408016443988
"54",1,1,0,0.633333333333333,"2019-01-20",0.470440251572327,0.00490676153738533,0.467065868263473,0.234042553191489,0.405333333333333,0.476190476190476,0.401050788091068,0.414634146341463,0.4,0.162234042553191,1,0.229188078108941
"55",0,0.428571428571429,0,0.366666666666667,"2015-01-12",0.441509433962264,0.00422721004137269,0.784431137724551,0.75531914893617,0.12,0.166666666666667,0.2784588441331,0.414634146341463,0.306666666666667,0,1,0.402877697841727
"56",0,0.571428571428571,0,0.1,"2016-01-04",0.407547169811321,0.00340775088441629,0.449101796407186,1,0.312,0.407142857142857,0.299474605954466,0.414634146341463,0.48,0,0,0.424460431654676
"57",0.166666666666667,0.428571428571429,0,0.4,"2015-01-13",0.337106918238994,0.00322786960606,0.788423153692616,0.829787234042553,0.386666666666667,0.378571428571429,0.260945709281961,0.414634146341463,0.374666666666667,0.218085106382979,0,0.436793422404933
"58",1,0.571428571428571,0,0.0666666666666667,"2016-01-03",0.485534591194969,0.00360761897147882,0.427145708582835,1,0.365333333333333,0.378571428571429,0.332749562171629,0.414634146341463,0.48,0,0,0.250770811921891
"59",0.666666666666667,1,0,0.8,"2019-01-25",0.392452830188679,0.00351767833230068,0.429141716566867,0.882978723404255,0.325333333333333,0.452380952380952,0.367775831873905,0.414634146341463,0.426666666666667,0.074468085106383,0,0.491264131551901
"60",0.833333333333333,0.857142857142857,0,0.4,"2018-01-13",0.49811320754717,0.00498670877221034,0.373253493013974,0.25531914893617,0.464,0.619047619047619,0.544658493870403,0.414634146341463,0.468,0.109042553191489,1,0.426515930113052
"61",0.5,1,0,0.766666666666667,"2019-01-24",0.511949685534591,0.00513660983750725,0.471057884231538,0.48936170212766,0.464,0.573809523809524,0.490367775831874,0.414634146341463,0.597333333333333,0,0,0.415210688591984
"62",0.5,0.142857142857143,0,1,"2013-01-31",0.511949685534591,0.00469690004596966,0.129740518962076,0.563829787234043,0.568,0.5,0.437828371278459,0.439024390243902,0.546666666666667,0.00531914893617021,1,0.415210688591984
"63",0.166666666666667,1,0,0,"2019-01-01",0.523270440251572,0.00482681430256031,0.403193612774453,0.51063829787234,0.44,0.545238095238095,0.472854640980736,0.439024390243902,0.558666666666667,0.223404255319149,1,0.248715313463515
"64",1,0.428571428571429,0,0.1,"2015-01-04",0.538364779874214,0.00535646473327604,0.526946107784432,0.138297872340426,0.365333333333333,0.378571428571429,0.260945709281961,0.439024390243902,0.426666666666667,0.0558510638297872,1,0.198355601233299
"65",0.666666666666667,1,0,0.333333333333333,"2019-01-11",0.286792452830189,0.00200867427497851,0.497005988023953,1,0.330666666666667,0.264285714285714,0.21015761821366,0.231707317073171,0.374666666666667,0,0,0.468653648509764
"66",0.333333333333333,0.857142857142857,0,1,"2018-01-31",0.241509433962264,0.00214858193592229,0.602794411177647,1,0.301333333333333,0.264285714285714,0.194395796847636,0.231707317073171,0.292,0.0478723404255319,0,0.419321685508736
"67",1,0.428571428571429,0,0.333333333333333,"2015-01-11",0.267924528301887,0.00187876001838786,0.928143712574852,1,0.186666666666667,0.142857142857143,0.0542907180385289,0.231707317073171,0.292,0,0,0.157245632065776
"68",0.333333333333333,0.428571428571429,0,0.433333333333333,"2015-01-14",0.330817610062893,0.00306797513640997,0.842315369261479,0.787234042553192,0.208,0.142857142857143,0.155866900175131,0.231707317073171,0.374666666666667,0.0398936170212766,0,0.326824254881809
"69",0.333333333333333,0.571428571428571,0,0.633333333333333,"2016-01-20",0.29685534591195,0.00178881937920972,0.506986027944112,1,0.456,0.476190476190476,0.401050788091068,0.231707317073171,0.318666666666667,0,0,0.447070914696814
"70",0.5,0.571428571428571,0,0.666666666666667,"2016-01-21",0.315723270440252,0.00174884576179721,0.534930139720559,1,0.338666666666667,0.30952380952381,0.227670753064799,0.231707317073171,0.36,0,0,0.491264131551901
"74",0.833333333333333,0.285714285714286,0,0.8,"2014-01-25",0.329559748427673,0.0029680410928787,0.443113772455092,0.840425531914894,0.405333333333333,0.476190476190476,0.38353765323993,0.280487804878049,0.172,0,0,0.294964028776978
"75",0.5,0.857142857142857,0,0.566666666666667,"2018-01-18",0.334591194968553,0.00361761237583195,0.489021956087825,0.829787234042553,0.224,0.19047619047619,0.0875656742556918,0.280487804878049,0.412,0.0106382978723404,0,0.458376156217883
"79",0.666666666666667,0.142857142857143,0,0.1,"2013-01-04",0.332075471698113,0.00277816641016929,0.522954091816369,1,0.253333333333333,0.357142857142857,0.2784588441331,0.280487804878049,0.348,0,0,0.325796505652621
"80",1,0.285714285714286,0,0.833333333333333,"2014-01-26",0.264150943396226,0.00220854236204105,0.313373253493015,0.936170212765957,0.426666666666667,0.378571428571429,0.2784588441331,0.280487804878049,0.306666666666667,0.00797872340425532,0,0.284686536485098
"81",0.166666666666667,0.142857142857143,0,0,"2013-01-01",0.405031446540881,0.00322786960606,0.395209580838323,1,0.352,0.333333333333333,0.245183887915937,0.280487804878049,0.468,0,0,0.198355601233299
"82",0.5,0.142857142857143,0,0.533333333333333,"2013-01-17",0.422641509433962,0.00412727599784142,0.50299401197605,0.851063829787234,0.181333333333333,0.166666666666667,0.10507880910683,0.280487804878049,0.52,0.125,1,0.311408016443988
"83",0.166666666666667,0.857142857142857,0,0.266666666666667,"2018-01-09",0.408805031446541,0.00389742769771951,0.554890219560878,0.925531914893617,0.341333333333333,0.333333333333333,0.245183887915937,0.304878048780488,0.438666666666667,0.00265957446808511,0,0.509763617677287
"84",1,0.714285714285714,0,0.933333333333333,"2017-01-29",0.405031446540881,0.00330781684088502,0.333333333333335,0.98936170212766,0.224,0.19047619047619,0.140105078809107,0.304878048780488,0.48,0,0,0.246659815005139
"85",0,0.428571428571429,0,0.833333333333333,"2015-01-26",0.319496855345912,0.00275817960146303,0.532934131736529,0.648936170212766,0.290666666666667,0.407142857142857,0.299474605954466,0.304878048780488,0.374666666666667,0,0,0.304213771839671
"86",1,0.285714285714286,0,0.6,"2014-01-19",0.381132075471698,0.00356764535406632,0.333333333333335,1,0.392,0.5,0.422066549912434,0.304878048780488,0.453333333333333,0.0106382978723404,0,0.197327852004111
"87",0,0.714285714285714,0,0.5,"2017-01-16",0.324528301886792,0.00273819279275678,0.798403193612776,1,0.117333333333333,0.19047619047619,0.0718038528896673,0.304878048780488,0.306666666666667,0,0,0.297019527235355
"88",0,0.714285714285714,0,0.966666666666667,"2017-01-30",0.354716981132075,0.00297803449723183,0.341317365269462,0.968085106382979,0.125333333333333,0.19047619047619,0.140105078809107,0.304878048780488,0.348,0,0,0.366906474820144
"89",0.5,1,0,0.533333333333333,"2019-01-17",0.29685534591195,0.00216856874462855,0.710578842315369,1,0.250666666666667,0.240476190476191,0.194395796847636,0.304878048780488,0.28,0,0,0.409044193216855
"90",0.333333333333333,0.571428571428571,0,0.4,"2016-01-13",0.340880503144654,0.00248835768392861,0.335329341317365,0.957446808510638,0.432,0.597619047619048,0.490367775831874,0.304878048780488,0.292,0.0345744680851064,0,0.428571428571429
"91",0.333333333333333,1,0,0.5,"2019-01-16",0.320754716981132,0.00297803449723183,0.564870259481038,0.978723404255319,0.194666666666667,0.285714285714286,0.21015761821366,0.304878048780488,0.28,0,0,0.401849948612539
"92",0.166666666666667,0.571428571428571,0,0.133333333333333,"2016-01-05",0.275471698113208,0.00247836427957548,0.788423153692616,0.776595744680851,0.493333333333333,0.521428571428571,0.437828371278459,0.304878048780488,0.348,0,0,0.464542651593011
"93",0.833333333333333,0.428571428571429,0,0.0666666666666667,"2015-01-03",0.361006289308176,0.00264825215357864,0.896207584830343,0.946808510638298,0.248,0.240476190476191,0.21015761821366,0.329268292682927,0.426666666666667,0,0,0.275436793422405
"95",0.833333333333333,0.428571428571429,0,0.766666666666667,"2015-01-24",0.411320754716981,0.00414726280654768,0.285429141716566,0.648936170212766,0.282666666666667,0.430952380952381,0.332749562171629,0.329268292682927,0.386666666666667,0.0611702127659575,0,0.246659815005139
"96",0.666666666666667,0.428571428571429,0,0.0333333333333333,"2015-01-02",0.435220125786164,0.0028181400275818,0.584830339321357,1,0.301333333333333,0.285714285714286,0.299474605954466,0.329268292682927,0.4,0,0,0.261048304213772
"97",0,1,0,0.2,"2019-01-07",0.271698113207547,0.00183878640097536,0.714570858283433,1,0.416,0.357142857142857,0.299474605954466,0.329268292682927,0.318666666666667,0,0,0.406988694758479
"98",1,0.428571428571429,0,0.8,"2015-01-25",0.386163522012579,0.0033377970539444,0.227544910179641,0.936170212765957,0.378666666666667,0.357142857142857,0.316987740805604,0.329268292682927,0.468,0.23936170212766,0,0.224049331963001
"99",0.5,0.714285714285714,0,0.6,"2017-01-19",0.438993710691824,0.00435712429796334,0.506986027944112,0.723404255319149,0.154666666666667,0.166666666666667,0.140105078809107,0.329268292682927,0.52,0.0265957446808511,0,0.433710174717369
"100",0.833333333333333,0.571428571428571,0,0.966666666666667,"2016-01-30",0.40251572327044,0.00339775748006316,0.439121756487027,1,0.261333333333333,0.19047619047619,0.155866900175131,0.329268292682927,0.48,0,0,0.419321685508736
"101",0.833333333333333,0.714285714285714,0,0.9,"2017-01-28",0.413836477987421,0.00297803449723183,0.235528942115768,1,0.44,0.430952380952381,0.332749562171629,0.329268292682927,0.506666666666667,0,0,0.321685508735868
"102",0.333333333333333,0.142857142857143,0,0.5,"2013-01-16",0.450314465408805,0.00466691983291028,0.584830339321357,0.680851063829787,0.186666666666667,0.333333333333333,0.227670753064799,0.329268292682927,0.549333333333333,0.0930851063829787,0,0.40082219938335
"103",0.666666666666667,0.714285714285714,0,0.866666666666667,"2017-01-27",0.456603773584906,0.00364759258889133,0.17564870259481,0.98936170212766,0.493333333333333,0.521428571428571,0.38353765323993,0.329268292682927,0.558666666666667,0.0265957446808511,0,0.405960945529291
"106",0,0.285714285714286,0,0.866666666666667,"2014-01-27",0.415094339622642,0.00389742769771951,0.379241516966069,0.872340425531915,0.28,0.240476190476191,0.155866900175131,0.329268292682927,0.306666666666667,0,0,0.331963001027749
"108",0.166666666666667,0.285714285714286,0,0.9,"2014-01-28",0.206289308176101,0.000539643835068855,0.630738522954093,1,0.237333333333333,0.240476190476191,0.194395796847636,0.329268292682927,0.254666666666667,0,0,0.324768756423433
"109",0,0.142857142857143,0,0.666666666666667,"2013-01-21",0.319496855345912,0.00226850278815981,0.528942115768464,0.914893617021276,0.221333333333333,0.30952380952381,0.21015761821366,0.329268292682927,0.386666666666667,0,0,0.171634121274409
"111",0,0.428571428571429,0,0.133333333333333,"2015-01-05",0.480503144654088,0.00387744088901325,0.477045908183633,0.74468085106383,0.386666666666667,0.521428571428571,0.437828371278459,0.451219512195122,0.412,0.0718085106382979,0,0.318602261048304
"112",0.333333333333333,0.714285714285714,0,0.8,"2017-01-25",0.444025157232704,0.00417724301960706,0.123752495009981,0.840425531914894,0.416,0.407142857142857,0.332749562171629,0.451219512195122,0.532,0.106382978723404,0,0.398766700924974
"113",0.166666666666667,0.714285714285714,0,0.766666666666667,"2017-01-24",0.542138364779874,0.00535646473327604,0.0658682634730531,0.180851063829787,0.410666666666667,0.521428571428571,0.472854640980736,0.451219512195122,0.532,0.226063829787234,1,0.386433710174717
